id,source,link,mydate,category,listname
2301,"Hollywood Foreign Press Association","http://www.goldenglobes.org/news/id/104","12/11/08 00:00:00","Film","Golden Globes"
2302,"Foreign Policy","http://www.foreignpolicy.com/story/cms.php?story_id=4569&page=0","12/11/08 00:00:00","Miscellaneous","10 Worst Predictions"
2303,"Collateral Damage","http://collateraldamage.wordpress.com/2008/12/11/top-10-marketing-blunders-of-2008/","12/11/08 00:00:00","Business","Top 10 Marketing Blunders"
2304,"Religion Newswriters Association","http://rna.org/2008top10.php","12/11/08 00:00:00","Religion","Top 10 Religion Stories"
2305,"Urlesque","http://www.urlesque.com/2008/12/11/introducing-the-2008-urlies-the-year-in-internet/","12/11/08 00:00:00","Online","The Urlies: The Year in Internet"
2306,"Urlesque","http://www.urlesque.com/2008/12/10/2008-urlies-and-the-winners-are/","12/11/08 00:00:00","Online","The Urlies: Winners"
2307,"Videogum","http://videogum.com/archives/viral-video/the-best-viral-videos-of-2008_040822.html","12/11/08 00:00:00","Online","Best Viral Videos"
2308,"RoomBuddies","http://www.roombuddies.com/blog/2008/12/best-pranks-to-play-on-your-house-mate-2008/","12/11/08 00:00:00","miscellaneous","Best Pranks"
2309,"Comic Book Galaxy","http://www.comicbookgalaxy.com/blog/2008/12/add-blogs-best-of-2008-2008-was-lousy.html","12/11/08 00:00:00","Comics","Best Comic Books and Graphic Novels"
2310,"Tales from the Reading Room","http://litlove.wordpress.com/2008/12/10/best-books-of-2008/","12/11/08 00:00:00","Books","Best Books"
2311,"Adult Alternative","http://adultalternative.blogspot.com/2008/12/2008-top-10-albums.html","12/11/08 00:00:00","Music","Top 10 Albums"
2312,"Chicago Tribune","http://leisureblogs.chicagotribune.com/turn_it_up/2008/12/top-albums-of-2.html","12/11/08 00:00:00","Music","Top Albums"
2313,"Cutting and Witty","http://www.cuttingandwitty.com/?p=204","12/11/08 00:00:00","Music","Favorite Albums"
2314,"MTV","http://www.mtv.com/news/articles/1601017/20081209/lil_wayne.jhtml","12/11/08 00:00:00","Music","Best Songs"
2315,"Fact Magazine","http://www.factmagazine.co.uk/index.php?option=com_content&task=view&id=1604&Itemid=27","12/11/08 00:00:00","Music","100 Best Tracks"
2316,"Dusted","http://www.dustedmagazine.com/features/category/33","12/11/08 00:00:00","Music","End of the Year"
2317,"Spin","http://www.spin.com/articles/40-best-albums-2008","12/11/08 00:00:00","Music","40 Best Albums"
2318,"Rolling Stone","http://www.rollingstone.com/news/story/24947047/singles_of_the_year","12/11/08 00:00:00","Music","Singles of the Year"
2319,"Rolling Stone","http://www.rollingstone.com/news/story/24958695/albums_of_the_yea","12/11/08 00:00:00","Music","Albums of the Year"
2320,"Pop Matters","http://www.popmatters.com/pm/feature/66457-the-best-world-music-of-2008","12/11/08 00:00:00","Music","Best World Music"
2321,"Pop Matters","http://www.popmatters.com/pm/feature/66479-the-best-electronica-albums-of-2008","12/11/08 00:00:00","Music","Best Electronic(a) Albums"
2322,"Village Voice","http://www.villagevoice.com/2008-12-10/books/the-best-books-of-2008/","12/11/08 00:00:00","Books","Best Books"
2323,"MTV UK","http://www.mtv.co.uk/channel/mtvuk/music/465104-top-artists-2008","12/11/08 00:00:00","Music","Top Artists"
2324,"Pop Matters","http://www.popmatters.com/pm/feature/66496-the-best-indie-pop-of-2008","12/11/08 00:00:00","Music","Best Indie Pop Albums"
2325,"Pop Matters","http://www.popmatters.com/pm/column/66667-the-best-metal-albums-of-2008/","12/11/08 00:00:00","Music","Best Metal Albums"
2326,"Pop Matters","http://www.popmatters.com/pm/feature/66422-the-best-singer-songwriter-albums-of-2008","12/11/08 00:00:00","Music","Best Singer-Songwriter Albums"
2327,"Mac Life","http://www.maclife.com/article/feature/maclifes_top_101_app_store_apps_2008","12/11/08 00:00:00","Gadgets","101 Most Essential iPhone Apps"
2328,"Stereo Sanctitity","http://jordanminnesota.blogspot.com/2008/12/top-20-albums-of-2008.html","12/11/08 00:00:00","Music","Top 20 Albums"
2329,"About.com","http://bestsellers.about.com/od/newupcomingreleases/tp/Debut_Fiction_2008.htm","12/11/08 00:00:00","books","Best Debut Fiction"
2330,"NPR","http://www.npr.org/templates/story/story.php?storyId=97910451","12/11/08 00:00:00","Music","Top 11 Debut Albums"
2331,"Salon","http://www.salon.com/books/awards/2008/12/09/authors_picks/","12/11/08 00:00:00","Books","Books We Love"
2332,"I Ate A Pie","http://www.iateapie.net/foodnews/2008/12/healthy_foodies_favorite_produ_1.php","12/11/08 00:00:00","Food","5 Best Healthy Food Products"
2333,"Guardian","http://www.guardian.co.uk/music/2008/dec/06/bad-song-lyrics","12/11/08 00:00:00","Music","Year's Dumbest Lyrics"
2334,"Noupe","http://www.noupe.com/icons/50-most-beautiful-icon-sets-created-in-2008.html","12/11/08 00:00:00","miscellaneous","50 Most Badass Icon Sets"
2335,"CMT","http://www.cmt.com/news/country-music/1600936/top-10-country-albums-of-2008.jhtml","12/11/08 00:00:00","Music","Top 10 Country Albums"
2336,"Chicago Sun-Times - Jim DeRogatis","http://blogs.suntimes.com/derogatis/2008/12/the_best_albums_of_2008.html","12/11/08 00:00:00","Music","Best Albums"
2337,"NY Post","http://www.nypost.com/seven/12072008/entertainment/music/best_of_2008_142978.htm","12/11/08 00:00:00","Music","Best Of"
2338,"Stereogum","http://stereogum.com/gummys/2008/index.html","12/11/08 00:00:00","Music","Gummy Awards"
2339,"Stereogum","http://stereogum.com/gummys/2008/best-music-video.html","12/11/08 00:00:00","Musicvideos","Best Music Videos"
2340,"ReadWriteWeb","http://www.readwriteweb.com/archives/top_10_consumer_apps_2008.php","12/11/08 00:00:00","online","Top 10 Consumer Web Apps"
2341,"Mashable","http://mashable.com/2008/12/09/promising-sites-that-died-in-2008/","12/11/08 00:00:00","online","7 Promising Sites That Died"
2342,"Shakespeare and Co.","http://shakespeareandco.com/2008/12/06/some-favorite-books-of-2008-and-a-few-random-recommendations-for-gift-giving/","12/11/08 00:00:00","Books","Some Favorite Books"
2343,"AllMusic","http://blog.allmusic.com/2008/12/08/allmusics-favorite-jazz-albums-of-2008-2/","12/11/08 00:00:00","Music","Favorite Jazz Albums"
2344,"Library Journal","http://www.libraryjournal.com/article/CA6620714.html?nid=3296","12/11/08 00:00:00","books","Best Books"
2345,"Pop Matters","http://www.popmatters.com/pm/feature/66552-the-best-singles-of-2008-50-41/","12/11/08 00:00:00","Music","50 Best Singles"
2346,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863440,00.html","12/11/08 00:00:00","Music","Top 10 Songs"
2347,"New Yorker","http://www.newyorker.com/online/blogs/tny/2008/12/anthony-lane-the-ten-best-film.html","12/11/08 00:00:00","film","10 Best Films"
2348,"New Yorker","http://www.newyorker.com/online/blogs/tny/2008/12/joan-acocella-the-ten-best-dan.html","12/11/08 00:00:00","dance","10 Best Dance Performances"
2349,"New Yorker","http://www.newyorker.com/online/blogs/tny/2008/12/john-lahr-the-top-ten-plays-of.html","12/11/08 00:00:00","theater","10 Best Plays"
2350,"New Yorker","http://www.newyorker.com/online/blogs/sashafrerejones/2008/12/the-best-record.html","12/11/08 00:00:00","music","Best Recordings"
2351,"New Yorker","http://www.newyorker.com/online/blogs/tny/2008/12/alex-rosss-ten-best-performanc.html","12/11/08 00:00:00","music","10 Best Classical Music Performances"
2352,"Alley Insider","http://www.alleyinsider.com/2008/12/videos/the-ten-most-popular-web-videos-of-2008","12/11/08 00:00:00","Online","Ten Most Popular Web Videos"
2353,"New Yorker","http://www.newyorker.com/online/blogs/tny/2008/12/hilton-als-the-eleven-best-per.html","12/11/08 00:00:00","media","11 Best Performances Of Stage And Screen"
2354,"Time","http://www.time.com/time/specials/2008/top10","12/11/08 00:00:00","miscellaneous","Top 10 Of Everything"
2355,"Business Week","http://www.businessweek.com/magazine/content/08_50/b4112081259662.htm?chan=magazine+channel_opinion","12/11/08 00:00:00","books","Best Business Books"
2356,"Lifehacker","http://lifehacker.com/5104423/most-popular-desktops-of-2008","12/11/08 00:00:00","miscellaneous","Best Desktops"
2357,"Kroll Ontrack","http://www.ontrackdatarecovery.com/data-disaster-2008/?news=Top102008","12/11/08 00:00:00","tech","Top 10 Data Loss Disasters"
2358,"Readers Advisor Online","http://www.readersadvisoronline.com/blog/index.php/2008/12/07/under-the-radar-great-mysteries-of-2008/","12/11/08 00:00:00","books","Great Mystery Books"
2359,"ReadWriteWeb","http://www.readwriteweb.com/archives/top_10_rsssyndication_products_of_2008.php","12/11/08 00:00:00","online","Top 10 RSS And Syndication Products"
2360,"Web Design Ledger","http://webdesignledger.com/freebies/29-most-useful-texture-packs-of-2008","12/12/08 00:00:00","miscellaneous","29 Most Useful Textures"
2361,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864552,00.html","12/12/08 00:00:00","Media","Top 10 Animal Stories"
2362,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864014,00.html","12/12/08 00:00:00","Misceallaneous","Top 10 Awkard Moments"
2363,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864567,00.html","12/12/08 00:00:00","Business","Top 10 Best Biz Deals"
2364,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864351,00.html","12/12/08 00:00:00","Film","Top 10 Performances"
2365,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863878,00.html","12/12/08 00:00:00","People","Top 10 Breakups"
2366,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864100,00.html","12/12/08 00:00:00","Words","Top 10 Buzzwords"
2367,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863495,00.html","12/12/08 00:00:00","Politics","Top 10 Campaign Gaffes"
2368,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863736,00.html","12/12/08 00:00:00","Politics","Top 10 Campaign Video Moments"
2369,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863719,00.html","12/12/08 00:00:00","Books","Top 10 Children's Books"
2370,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1862222,00.html","12/12/08 00:00:00","Misceallaneous","Top 10 Crimes Stories"
2371,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1855957,00.html","12/12/08 00:00:00","Comics","Top 10 Editorial Cartoons"
2372,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864591,00.html","12/12/08 00:00:00","Photos","Top 10 Election Photos"
2373,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863061,00.html","12/12/08 00:00:00","Fashion","Top 10 Fashion Moments"
2374,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863268,00.html","12/12/08 00:00:00","Fashion","Top 10 Fashion Faux Pas"
2375,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864238,00.html","12/12/08 00:00:00","Books","Top 10 Fiction Books"
2376,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864602,00.html","12/12/08 00:00:00","Business","Top 10 Financials Crises"
2377,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864127,00.html","12/12/08 00:00:00","People","Top 10 Fleeting Celebrities"
2378,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864255,00.html","12/12/08 00:00:00","Food","Top 10 Food Trends"
2379,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863825,00.html","12/12/08 00:00:00","Gadgets","Top 10 Gadgets"
2380,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863706,00.html","12/12/08 00:00:00","Misceallaneous","Top 10 Green Stories"
2381,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863793,00.html","12/12/08 00:00:00","Gadgets","Top 10 iPhone Apps"
2382,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864122,00.html","12/12/08 00:00:00","Comedy","Top 10 Late Night Gags"
2383,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863993,00.html","12/12/08 00:00:00","Health","Top 10 Medical Breakthroughs"
2384,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863352,00.html","12/12/08 00:00:00","Art","Top 10 Museum Exhibits"
2385,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1855945,00.html","12/12/08 00:00:00","Media","Top 10 News Stories"
2386,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864143,00.html","12/12/08 00:00:00","Books","Top 10 Non-Fiction Books"
2387,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1862262,00.html","12/12/08 00:00:00","Paranormal","Top 10 Oddball News Stories"
2388,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863097,00.html","12/12/08 00:00:00","Sports","Top 10 Olympic Moments"
2389,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863907,00.html","12/12/08 00:00:00","Media","Top 10 Open Mike Moments"
2390,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863903,00.html","12/12/08 00:00:00","Politics","Top 10 Outrageous Earmarks"
2391,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864580,00.html","12/12/08 00:00:00","Photos","Top 10 Photos"
2392,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863948,00.html","12/12/08 00:00:00","Theater","Top 10 Plays and Musicals"
2393,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863822,00.html","12/12/08 00:00:00","Politics","Top 10 Political Lines"
2394,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863080,00.html","12/12/08 00:00:00","Words","Top 10 Quotes"
2396,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863946,00.html","12/12/08 00:00:00","Politics","Top 10 Scandals"
2397,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863947,00.html","12/12/08 00:00:00","Science","Top 10 Scientific Discoveries"
2398,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863098,00.html","12/12/08 00:00:00","Sports","Top 10 Sports Moments"
2399,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863765,00.html","12/12/08 00:00:00","Words","Top 10 T-Shirt Worthy Slogans"
2400,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863204,00.html","12/12/08 00:00:00","Advertising","Top 10 TV Ads"
2401,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863367,00.html","12/12/08 00:00:00","TV","Top 10 TV Episodes"
2402,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863395,00.html","12/12/08 00:00:00","TV","Top 10 TV Series"
2403,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1861760,00.html","12/12/08 00:00:00","Media","Top 10 Under-Reported Stories"
2404,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1863763,00.html","12/12/08 00:00:00","Games","Top 10 Video Games"
2405,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864555,00.html","12/12/08 00:00:00","Business","Top 10 Worst Biz Deals"
2406,"Time","http://www.time.com/time/specials/2008/top10/article/0,30583,1855948_1864281,00.html","12/12/08 00:00:00","Online","Top 10 Viral Videos"
2407,"Slashfilm","http://www.slashfilm.com/2008/12/10/my-top-5-movie-quotes-of-2008-with-audio/","12/12/08 00:00:00","Film","Top 5 Movie Quotes"
2408,"Discover Magazine","http://discovermagazine.com/columns/top-100-stories-of-2008/","12/12/08 00:00:00","Science","Top 100 Science Stories"
2409,"Mashable","http://mashable.com/2008/12/12/redesigns-2008/","12/12/08 00:00:00","Online","8 Most Notable Site Redesigns"
2410,"New Scientist","http://www.newscientist.com/article/dn16205-your-amazing-brain-top-10-articles-from-2008.html","12/12/08 00:00:00","Science","Top 10 Brain Stories"
2411,"Project Foodie","http://www.projectfoodie.com/spotlights/cookbooks/top-cookbooks-of-2008-general.html","12/13/08 00:00:00","Books","Best General Cookbooks"
2412,"New York Times","http://www.nytimes.com/interactive/2008/12/14/magazine/2008_IDEAS.html","12/13/08 00:00:00","Ideas","Year in Ideas"
2413,"iTunes","http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewCustomPage?name=pageiTunes2008_Apps","12/13/08 00:00:00","Gadgets","Top iPhone Apps"
2414,"Harvard Crimson","http://www.thecrimson.com/article.aspx?ref=525907","12/13/08 00:00:00","Miscellaneous","Top Five Aggressively Insignificant Artifacts"
2415,"Rock The List","http://www.rockthelist.com/2008/12/13/the-8-best-movie-cameos-of-2008/","12/13/08 00:00:00","Film","8 Best Movie Cameos"
2416,"17 Dots","http://17dots.com/2008/12/12/best-books-of-2008/","12/13/08 00:00:00","Books","Best Books"
